Serum,Virus,Study,ID50 (Neutralization Titer)
polyclonal Donor 84,MGRM_C_012,Walker2011,521.6
polyclonal Donor 17,MGRM_C_013,Walker2011,<100
polyclonal Donor 24,MGRM_C_013,Walker2009a,105
polyclonal Donor 36,MGRM_C_013,Walker2011,<100
polyclonal Donor 39,MGRM_C_013,Walker2011,453
polyclonal Donor 84,MGRM_C_013,Walker2011,<100
polyclonal Donor 17,MGRM_C_014,Walker2011,<100
polyclonal Donor 24,MGRM_C_014,Walker2009a,124
polyclonal Donor 36,MGRM_C_014,Walker2011,<100
polyclonal Donor 39,MGRM_C_014,Walker2011,<100
polyclonal Donor 84,MGRM_C_014,Walker2011,702.6
polyclonal Donor 17,MGRM_C_015,Walker2011,141.6
polyclonal Donor 24,MGRM_C_015,Walker2009a,365
polyclonal Donor 36,MGRM_C_015,Walker2011,253.4
polyclonal Donor 39,MGRM_C_015,Walker2011,1095
polyclonal Donor 84,MGRM_C_015,Walker2011,544.2
polyclonal Donor 17,MGRM_C_017,Walker2011,3154.6
polyclonal Donor 24,MGRM_C_017,Walker2009a,190
polyclonal Donor 36,MGRM_C_017,Walker2011,266.4
polyclonal Donor 39,MGRM_C_017,Walker2011,1587
polyclonal Donor 84,MGRM_C_017,Walker2011,225.7
polyclonal Donor 17,MGRM_C_019,Walker2011,<100
polyclonal Donor 24,MGRM_C_019,Walker2009a,6894
polyclonal Donor 36,MGRM_C_019,Walker2011,1383.6
polyclonal Donor 39,MGRM_C_019,Walker2011,424
polyclonal Donor 84,MGRM_C_019,Walker2011,4576.4
polyclonal Donor 17,MGRM_C_020,Walker2011,110.9
polyclonal Donor 24,MGRM_C_020,Walker2009a,<100
polyclonal Donor 36,MGRM_C_020,Walker2011,115.3
polyclonal Donor 39,MGRM_C_020,Walker2011,<100
polyclonal Donor 84,MGRM_C_020,Walker2011,245.6
polyclonal Donor 17,MGRM_C_022,Walker2011,1972.8
polyclonal Donor 24,MGRM_C_022,Walker2009a,126
polyclonal Donor 36,MGRM_C_022,Walker2011,725.8
polyclonal Donor 39,MGRM_C_022,Walker2011,658
polyclonal Donor 84,MGRM_C_022,Walker2011,921.3
polyclonal Donor 17,MGRM_C_023,Walker2011,1046.6
polyclonal Donor 24,MGRM_C_023,Walker2009a,220
polyclonal Donor 36,MGRM_C_023,Walker2011,285.3
polyclonal Donor 39,MGRM_C_023,Walker2011,1358
polyclonal Donor 84,MGRM_C_023,Walker2011,354.6
polyclonal Donor 17,MGRM_C_024,Walker2011,718
polyclonal Donor 24,MGRM_C_024,Walker2009a,494
polyclonal Donor 36,MGRM_C_024,Walker2011,<100
polyclonal Donor 39,MGRM_C_024,Walker2011,170
polyclonal Donor 84,MGRM_C_024,Walker2011,607.2
polyclonal Donor 17,MGRM_C_025,Walker2011,228.2
polyclonal Donor 24,MGRM_C_025,Walker2009a,434
polyclonal Donor 36,MGRM_C_025,Walker2011,129.6
polyclonal Donor 39,MGRM_C_025,Walker2011,651
polyclonal Donor 84,MGRM_C_025,Walker2011,886
polyclonal Donor 17,MGRM_C_026,Walker2011,12635.8
polyclonal Donor 36,MGRM_C_026,Walker2011,2438.1
polyclonal Donor 39,MGRM_C_026,Walker2011,9554
polyclonal Donor 84,MGRM_C_026,Walker2011,2201.2
polyclonal Donor 17,MGRM_C_027,Walker2011,2368
polyclonal Donor 36,MGRM_C_027,Walker2011,1636.4
polyclonal Donor 39,MGRM_C_027,Walker2011,869
polyclonal Donor 84,MGRM_C_027,Walker2011,859.3
polyclonal Donor 17,MGRM_C_028,Walker2011,115
polyclonal Donor 36,MGRM_C_028,Walker2011,<100
polyclonal Donor 39,MGRM_C_028,Walker2011,502
polyclonal Donor 84,MGRM_C_028,Walker2011,363
polyclonal Donor 17,MGRM_D_001,Walker2011,<100
polyclonal Donor 24,MGRM_D_001,Walker2009a,<100
polyclonal Donor 36,MGRM_D_001,Walker2011,112.8
polyclonal Donor 39,MGRM_D_001,Walker2011,<100
polyclonal Donor 84,MGRM_D_001,Walker2011,<100
polyclonal Donor 17,MGRM_D_002,Walker2011,5960.5
polyclonal Donor 24,MGRM_D_002,Walker2009a,515
polyclonal Donor 36,MGRM_D_002,Walker2011,726.4
polyclonal Donor 39,MGRM_D_002,Walker2011,442
polyclonal Donor 84,MGRM_D_002,Walker2011,<100
polyclonal Donor 17,MGRM_D_003,Walker2011,183.1
polyclonal Donor 24,MGRM_D_003,Walker2009a,363
polyclonal Donor 36,MGRM_D_003,Walker2011,414.7
polyclonal Donor 39,MGRM_D_003,Walker2011,176
polyclonal Donor 84,MGRM_D_003,Walker2011,695.8
polyclonal Donor 17,MGRM_D_004,Walker2011,<100
polyclonal Donor 24,MGRM_D_004,Walker2009a,616
polyclonal Donor 36,MGRM_D_004,Walker2011,108.5
polyclonal Donor 39,MGRM_D_004,Walker2011,397
polyclonal Donor 84,MGRM_D_004,Walker2011,125.9
polyclonal Donor 17,MGRM_D_005,Walker2011,<100
polyclonal Donor 24,MGRM_D_005,Walker2009a,<100
polyclonal Donor 36,MGRM_D_005,Walker2011,109.3
polyclonal Donor 39,MGRM_D_005,Walker2011,249
polyclonal Donor 84,MGRM_D_005,Walker2011,235.9
polyclonal Donor 17,MGRM_D_008,Walker2011,<100
polyclonal Donor 24,MGRM_D_008,Walker2009a,<100
polyclonal Donor 36,MGRM_D_008,Walker2011,<100
polyclonal Donor 39,MGRM_D_008,Walker2011,356
polyclonal Donor 84,MGRM_D_008,Walker2011,348.8
polyclonal Donor 17,MGRM_D_011,Walker2011,1037.5
polyclonal Donor 24,MGRM_D_011,Walker2009a,298
polyclonal Donor 36,MGRM_D_011,Walker2011,769
polyclonal Donor 39,MGRM_D_011,Walker2011,498
polyclonal Donor 84,MGRM_D_011,Walker2011,123.2
polyclonal Donor 17,MGRM_D_012,Walker2011,<100
polyclonal Donor 24,MGRM_D_012,Walker2009a,<100
polyclonal Donor 36,MGRM_D_012,Walker2011,109.1
polyclonal Donor 39,MGRM_D_012,Walker2011,261
polyclonal Donor 84,MGRM_D_012,Walker2011,109
polyclonal Donor 17,MGRM_D_013,Walker2011,<100
polyclonal Donor 24,MGRM_D_013,Walker2009a,<100
polyclonal Donor 36,MGRM_D_013,Walker2011,422.8
polyclonal Donor 39,MGRM_D_013,Walker2011,377
polyclonal Donor 84,MGRM_D_013,Walker2011,745.4
polyclonal Donor 17,MGRM_D_014,Walker2011,2249.9
polyclonal Donor 24,MGRM_D_014,Walker2009a,5127
polyclonal Donor 36,MGRM_D_014,Walker2011,428
polyclonal Donor 39,MGRM_D_014,Walker2011,322
polyclonal Donor 84,MGRM_D_014,Walker2011,1526.5
polyclonal Donor 17,MGRM_D_016,Walker2011,<100
polyclonal Donor 24,MGRM_D_016,Walker2009a,364
polyclonal Donor 36,MGRM_D_016,Walker2011,203.4
polyclonal Donor 39,MGRM_D_016,Walker2011,253
polyclonal Donor 84,MGRM_D_016,Walker2011,282.7
polyclonal Donor 17,MGRM_D_018,Walker2011,6632.6
polyclonal Donor 24,MGRM_D_018,Walker2009a,883
polyclonal Donor 36,MGRM_D_018,Walker2011,1730.4
polyclonal Donor 39,MGRM_D_018,Walker2011,642
polyclonal Donor 84,MGRM_D_018,Walker2011,259.2
polyclonal Donor 17,MGRM_D_019,Walker2011,<100
polyclonal Donor 24,MGRM_D_019,Walker2009a,497
polyclonal Donor 36,MGRM_D_019,Walker2011,260
polyclonal Donor 39,MGRM_D_019,Walker2011,467
polyclonal Donor 84,MGRM_D_019,Walker2011,296.7
polyclonal Donor 17,MGRM_D_020,Walker2011,2488
polyclonal Donor 24,MGRM_D_020,Walker2009a,<100
polyclonal Donor 36,MGRM_D_020,Walker2011,393.5
polyclonal Donor 39,MGRM_D_020,Walker2011,190
polyclonal Donor 84,MGRM_D_020,Walker2011,<100
polyclonal Donor 17,MGRM_D_021,Walker2011,<100
polyclonal Donor 24,MGRM_D_021,Walker2009a,<100
polyclonal Donor 36,MGRM_D_021,Walker2011,457.5
polyclonal Donor 39,MGRM_D_021,Walker2011,148
polyclonal Donor 84,MGRM_D_021,Walker2011,<100
polyclonal Donor 17,MGRM_D_022,Walker2011,<100
polyclonal Donor 24,MGRM_D_022,Walker2009a,<100
polyclonal Donor 36,MGRM_D_022,Walker2011,<100
polyclonal Donor 39,MGRM_D_022,Walker2011,<100
polyclonal Donor 84,MGRM_D_022,Walker2011,<100
polyclonal Donor 17,MGRM_D_024,Walker2011,355.3
polyclonal Donor 24,MGRM_D_024,Walker2009a,239
polyclonal Donor 36,MGRM_D_024,Walker2011,124.7
polyclonal Donor 39,MGRM_D_024,Walker2011,399
polyclonal Donor 84,MGRM_D_024,Walker2011,144.4
polyclonal Donor 17,MGRM_D_026,Walker2011,<100
polyclonal Donor 24,MGRM_D_026,Walker2009a,<100
polyclonal Donor 36,MGRM_D_026,Walker2011,103.2
polyclonal Donor 39,MGRM_D_026,Walker2011,<100
polyclonal Donor 84,MGRM_D_026,Walker2011,401.4
polyclonal Donor 17,MGRM_D_028,Walker2011,2028.2
polyclonal Donor 24,MGRM_D_028,Walker2009a,<100
polyclonal Donor 36,MGRM_D_028,Walker2011,<100
polyclonal Donor 39,MGRM_D_028,Walker2011,563
polyclonal Donor 84,MGRM_D_028,Walker2011,259
polyclonal Donor 17,MGRM_D_029,Walker2011,<100
polyclonal Donor 24,MGRM_D_029,Walker2009a,<100
polyclonal Donor 36,MGRM_D_029,Walker2011,<100
polyclonal Donor 39,MGRM_D_029,Walker2011,387
polyclonal Donor 84,MGRM_D_029,Walker2011,291.4
polyclonal Donor 17,MGRM_F1_004,Walker2011,260.7
polyclonal Donor 24,MGRM_F1_004,Walker2009a,104
polyclonal Donor 36,MGRM_F1_004,Walker2011,687.6
polyclonal Donor 39,MGRM_F1_004,Walker2011,366
polyclonal Donor 84,MGRM_F1_004,Walker2011,874
polyclonal Donor 17,MGRM_F1_006,Walker2011,<100
polyclonal Donor 24,MGRM_F1_006,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_006,Walker2011,110.8
polyclonal Donor 39,MGRM_F1_006,Walker2011,487
polyclonal Donor 84,MGRM_F1_006,Walker2011,147.3
polyclonal Donor 17,MGRM_F1_008,Walker2011,<100
polyclonal Donor 24,MGRM_F1_008,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_008,Walker2011,<100
polyclonal Donor 39,MGRM_F1_008,Walker2011,308
polyclonal Donor 84,MGRM_F1_008,Walker2011,242.1
polyclonal Donor 17,MGRM_F1_010,Walker2011,825.3
polyclonal Donor 24,MGRM_F1_010,Walker2009a,634
polyclonal Donor 36,MGRM_F1_010,Walker2011,<100
polyclonal Donor 39,MGRM_F1_010,Walker2011,564
polyclonal Donor 84,MGRM_F1_010,Walker2011,420.4
polyclonal Donor 17,MGRM_F1_012,Walker2011,573.3
polyclonal Donor 24,MGRM_F1_012,Walker2009a,866
polyclonal Donor 36,MGRM_F1_012,Walker2011,299.8
polyclonal Donor 39,MGRM_F1_012,Walker2011,1366
polyclonal Donor 84,MGRM_F1_012,Walker2011,332.3
polyclonal Donor 17,MGRM_F1_013,Walker2011,283.9
polyclonal Donor 24,MGRM_F1_013,Walker2009a,142
polyclonal Donor 36,MGRM_F1_013,Walker2011,377.4
polyclonal Donor 39,MGRM_F1_013,Walker2011,625
polyclonal Donor 84,MGRM_F1_013,Walker2011,2403.4
polyclonal Donor 17,MGRM_F1_014,Walker2011,314.2
polyclonal Donor 24,MGRM_F1_014,Walker2009a,437
polyclonal Donor 36,MGRM_F1_014,Walker2011,<100
polyclonal Donor 39,MGRM_F1_014,Walker2011,538
polyclonal Donor 84,MGRM_F1_014,Walker2011,6934.5
polyclonal Donor 17,MGRM_F1_015,Walker2011,<100
polyclonal Donor 24,MGRM_F1_015,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_015,Walker2011,<100
polyclonal Donor 39,MGRM_F1_015,Walker2011,234
polyclonal Donor 84,MGRM_F1_015,Walker2011,145.7
polyclonal Donor 17,MGRM_F1_016,Walker2011,110.3
polyclonal Donor 24,MGRM_F1_016,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_016,Walker2011,<100
polyclonal Donor 39,MGRM_F1_016,Walker2011,407
polyclonal Donor 84,MGRM_F1_016,Walker2011,103
polyclonal Donor 17,MGRM_F1_017,Walker2011,<100
polyclonal Donor 24,MGRM_F1_017,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_017,Walker2011,<100
polyclonal Donor 39,MGRM_F1_017,Walker2011,832
polyclonal Donor 84,MGRM_F1_017,Walker2011,279.4
polyclonal Donor 17,MGRM_F1_018,Walker2011,770
polyclonal Donor 24,MGRM_F1_018,Walker2009a,432
polyclonal Donor 36,MGRM_F1_018,Walker2011,151.2
polyclonal Donor 39,MGRM_F1_018,Walker2011,391
polyclonal Donor 84,MGRM_F1_018,Walker2011,518.6
polyclonal Donor 17,MGRM_F1_020,Walker2011,305.4
polyclonal Donor 24,MGRM_F1_020,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_020,Walker2011,<100
polyclonal Donor 39,MGRM_F1_020,Walker2011,306
polyclonal Donor 84,MGRM_F1_020,Walker2011,220.8
polyclonal Donor 17,MGRM_F1_021,Walker2011,227.6
polyclonal Donor 24,MGRM_F1_021,Walker2009a,<100
polyclonal Donor 36,MGRM_F1_021,Walker2011,218.7
polyclonal Donor 39,MGRM_F1_021,Walker2011,919
polyclonal Donor 84,MGRM_F1_021,Walker2011,505.7
polyclonal Donor 17,MGRM_F1_022,Walker2011,350
polyclonal Donor 24,MGRM_F1_022,Walker2009a,246
polyclonal Donor 36,MGRM_F1_022,Walker2011,221.3
polyclonal Donor 39,MGRM_F1_022,Walker2011,638
polyclonal Donor 84,MGRM_F1_022,Walker2011,1296.4
polyclonal Donor 17,MGRM_F1_023,Walker2011,362.3
polyclonal Donor 24,MGRM_F1_023,Walker2009a,101
polyclonal Donor 36,MGRM_F1_023,Walker2011,674.5
polyclonal Donor 39,MGRM_F1_023,Walker2011,2177
polyclonal Donor 84,MGRM_F1_023,Walker2011,337.3
polyclonal Donor 17,MGRM_G_001,Walker2011,5296
polyclonal Donor 24,MGRM_G_001,Walker2009a,<100
polyclonal Donor 36,MGRM_G_001,Walker2011,635.9
polyclonal Donor 39,MGRM_G_001,Walker2011,169
polyclonal Donor 84,MGRM_G_001,Walker2011,557.6
polyclonal Donor 17,MGRM_G_004,Walker2011,600.5
polyclonal Donor 24,MGRM_G_004,Walker2009a,<100
polyclonal Donor 36,MGRM_G_004,Walker2011,107.3
polyclonal Donor 39,MGRM_G_004,Walker2011,574
polyclonal Donor 84,MGRM_G_004,Walker2011,157.8
polyclonal Donor 17,MGRM_G_006,Walker2011,<100
polyclonal Donor 24,MGRM_G_006,Walker2009a,116
polyclonal Donor 36,MGRM_G_006,Walker2011,<100
polyclonal Donor 39,MGRM_G_006,Walker2011,<100
polyclonal Donor 84,MGRM_G_006,Walker2011,548.1
polyclonal Donor 17,MGRM_G_009,Walker2011,160.3
polyclonal Donor 24,MGRM_G_009,Walker2009a,<100
polyclonal Donor 36,MGRM_G_009,Walker2011,<100
polyclonal Donor 39,MGRM_G_009,Walker2011,345
polyclonal Donor 84,MGRM_G_009,Walker2011,336.3
polyclonal Donor 17,MGRM_G_011,Walker2011,<100
polyclonal Donor 24,MGRM_G_011,Walker2009a,150
polyclonal Donor 36,MGRM_G_011,Walker2011,<100
polyclonal Donor 39,MGRM_G_011,Walker2011,891
polyclonal Donor 84,MGRM_G_011,Walker2011,641.1
polyclonal Donor 17,MGRM_G_013,Walker2011,100.5
polyclonal Donor 24,MGRM_G_013,Walker2009a,<100
polyclonal Donor 36,MGRM_G_013,Walker2011,480.3
polyclonal Donor 39,MGRM_G_013,Walker2011,629
polyclonal Donor 84,MGRM_G_013,Walker2011,561.4
polyclonal Donor 17,MGRM_G_014,Walker2011,3593.5
polyclonal Donor 24,MGRM_G_014,Walker2009a,<100
polyclonal Donor 36,MGRM_G_014,Walker2011,1058
polyclonal Donor 39,MGRM_G_014,Walker2011,295
polyclonal Donor 84,MGRM_G_014,Walker2011,389.5
polyclonal Donor 17,MGRM_G_015,Walker2011,<100
polyclonal Donor 24,MGRM_G_015,Walker2009a,<100
polyclonal Donor 36,MGRM_G_015,Walker2011,<100
polyclonal Donor 39,MGRM_G_015,Walker2011,266
polyclonal Donor 84,MGRM_G_015,Walker2011,<100
polyclonal Donor 17,MGRM_G_016,Walker2011,<100
polyclonal Donor 24,MGRM_G_016,Walker2009a,<100
polyclonal Donor 36,MGRM_G_016,Walker2011,106
polyclonal Donor 39,MGRM_G_016,Walker2011,440
polyclonal Donor 84,MGRM_G_016,Walker2011,681.8
polyclonal Donor 17,MGRM_G_017,Walker2011,1582.3
polyclonal Donor 24,MGRM_G_017,Walker2009a,453
polyclonal Donor 36,MGRM_G_017,Walker2011,282.9
polyclonal Donor 39,MGRM_G_017,Walker2011,420
polyclonal Donor 84,MGRM_G_017,Walker2011,701.7
polyclonal Donor 17,MGRM_G_019,Walker2011,1416.7
polyclonal Donor 24,MGRM_G_019,Walker2009a,<100
polyclonal Donor 36,MGRM_G_019,Walker2011,354.8
polyclonal Donor 39,MGRM_G_019,Walker2011,524
polyclonal Donor 84,MGRM_G_019,Walker2011,253.3
polyclonal Donor 17,MGRM_G_024,Walker2011,1077.4
polyclonal Donor 24,MGRM_G_024,Walker2009a,236
polyclonal Donor 36,MGRM_G_024,Walker2011,131.5
polyclonal Donor 39,MGRM_G_024,Walker2011,516
polyclonal Donor 84,MGRM_G_024,Walker2011,388.2
polyclonal Donor 17,MGRM_G_025,Walker2011,396.1
polyclonal Donor 24,MGRM_G_025,Walker2009a,<100
polyclonal Donor 36,MGRM_G_025,Walker2011,164.2
polyclonal Donor 39,MGRM_G_025,Walker2011,213
polyclonal Donor 84,MGRM_G_025,Walker2011,129.5
polyclonal Donor 17,MGRM_G_027,Walker2011,289
polyclonal Donor 24,MGRM_G_027,Walker2009a,351
polyclonal Donor 36,MGRM_G_027,Walker2011,143.4
polyclonal Donor 39,MGRM_G_027,Walker2011,676
polyclonal Donor 84,MGRM_G_027,Walker2011,140.8
polyclonal Donor 17,MGRM_G_028,Walker2011,2769.4
polyclonal Donor 24,MGRM_G_028,Walker2009a,<100
polyclonal Donor 36,MGRM_G_028,Walker2011,1201.4
polyclonal Donor 39,MGRM_G_028,Walker2011,621
polyclonal Donor 84,MGRM_G_028,Walker2011,522.4
polyclonal N152,T266_60,Huang2014,14457
polyclonal NIH45,T266_60,Wu2010,592
polyclonal N152,T33_7,Huang2014,1731
polyclonal NIH45,T33_7,Wu2010,109
Polyclonal AIIMS_329 102-months,ZM109_32,Mishra2019_dataset1,278
Polyclonal AIIMS_329 112-months,ZM109_32,Mishra2019_dataset1,214
Polyclonal AIIMS_329 117-months,ZM109_32,Mishra2019_dataset1,124
Polyclonal AIIMS_329 124-months,ZM109_32,Mishra2019_dataset1,71
Polyclonal AIIMS_329 131-months,ZM109_32,Mishra2019_dataset1,62
Polyclonal AIIMS_329 138-months,ZM109_32,Mishra2019_dataset1,161
Polyclonal AIIMS_329 78-months,ZM109_32,Mishra2019_dataset1,214
Polyclonal AIIMS_329 82-months,ZM109_32,Mishra2019_dataset1,264
Polyclonal AIIMS_329 90-months,ZM109_32,Mishra2019_dataset1,266
Polyclonal AIIMS_330 102-months,ZM109_32,Mishra2019_dataset1,398
Polyclonal AIIMS_330 112-months,ZM109_32,Mishra2019_dataset1,948
Polyclonal AIIMS_330 117-months,ZM109_32,Mishra2019_dataset1,1026
Polyclonal AIIMS_330 124-months,ZM109_32,Mishra2019_dataset1,1169
Polyclonal AIIMS_330 131-months,ZM109_32,Mishra2019_dataset1,374
Polyclonal AIIMS_330 138-months,ZM109_32,Mishra2019_dataset1,1348
Polyclonal AIIMS_330 78-months,ZM109_32,Mishra2019_dataset1,312
Polyclonal AIIMS_330 82-months,ZM109_32,Mishra2019_dataset1,369
Polyclonal AIIMS_330 90-months,ZM109_32,Mishra2019_dataset1,388
polyclonal NIH45,ZM146_7,Wu2010,67
polyclonal NIH45,ZM181_6,Wu2010,247
